date,weekday,start,end,venue,title,organizer,category,source_url,status,ticket_url,description,duration_source
2026-08-04,Tisdag,11:00,13:00,Medeltidsarenan,Skytteuppvisning – Gutars Bågskyttar,Gutars Bågskyttar,Övrigt,https://www.medeltidsveckan.se/programme/,,,"Varmt välkomna till Gutars Bågskyttars uppvisningsskytte på medeltidsarenan. Uppvisningen håller på i ca 60 minuter och sedan erbjuder vi prova-på-skytte, 4 pilar för 25 kr då du blir instruerad av våra bågskyttar.

Under föreställningen visar vi olika former av skytte med långbåge och armborst.",source
2026-08-04,Tisdag,11:00,13:00,S:ta Karin,Prova på långsvärd (HEMA),Wisby Historiska Fäktskola,Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343682,"Wisby Historiska Fäktskola tillsammans med Svenska HEMA förbundet arrangerar workshop i långsvärd enligt medeltida källor. HEMA eller historisk fäktning är en kampsport där vi söker att återskapa den stridskonst som står beskrivet i det överlevande källmaterialet från medeltid och renässansen. Kursen är lämplig för personer i åldrarna mellan 16 och 100, undantag kan göras ner till 14 med målsmans tillstånd. Ingen tidigare kunskap krävs",source
2026-08-04,Tisdag,11:00,11:30,"Teatern, Strand Hotel",Skandinaviens första kokbok,Daniel Serra,Övrigt,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/345955,"Någon gång under 1200-talet sammanställde en lärd person i Danmark en liten kokbok med ca 35 recept “Libellus de Arte Coquinaria” skriven på danska. Boken verkar ha fått spridning i hela Scandinavien, och man kan ana hur rätterna i viss mån anpassats från kontinental källor till lokala förutsättninger. Nu skriver Daniel Serra och Hanna Tunberg på en ny kokbok baserat på det manuskriptet, och Daniel kommer att prata detektivarbetet bakom att förstå vissa recept, hur de valt att tolka dem samt vad den har för inflytande, och en del annat i mån av tid.",source
2026-08-04,Tisdag,11:15,14:15,Gamla Apoteket,Kärleksdikt i gotisk skrift – Love Poem in Gothic Script,Porta Temporum,Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343686,"Kärleksdikt i gotisk skrift

I vår kalligrafikurs kommer du att få lära dig hantverket att skriva som man gjorde för över 700 år sedan. Stegvis lär vi dig det grundläggande inom gotisk skrift, ger dig praktiska tips och historiska inblickar. I slutet av kursen kommer du att kunna skriva en kort medeltida kärleksdikt med fjäderpenna. Kursen kräver inga förkunskaper utan är för alla som tycker om lugnt, konstnärligt arbete. Allt material finns på plats men om du vill kan du ta med en kort dikt som

inspiration. Kursen hålls på engelska.

Svenska: För mer information eller frågor är ni välkomna att skriva till oss på info@porta-temporum.de eller besöka porta-temporum.de

Love Poem in Gothic Script

In our calligraphy workshop, you will learn the art of writing as it was practised over 700 years ago. Step by step we will teach you the basics of Gothic script and provide you with practical tips and historical insights. By the end of the course, you will be able to write a little medieval love poem with a quill. This course is intended for beginners and anyone who enjoys calm artistic work. No prior knowledge is necessary and all writing materials will be provided. If you wish, bring a short piece of poetry for inspiration. The workshop will be held in English.

Engelska: Feel free to contact us via info@porta-temporum.de or visit our website porta-temporum.de",source
2026-08-04,Tisdag,11:30,12:00,S:t Clemens,Tapper – En Ridderlig Fabel,Fae,Teater,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343739,"Följ med en liten husmus på ett stort äventyr. Lille Pip är en mus med den stora drömmen om att en dag bli en riddare. Men för att bli en riddare måste man först leva upp till ridderlighetens ideal. Följ med på Pips resa, där ni som publik kan hjälpa till att visa oss hur små handlingar kan göra stor skillnad.

Medhavd picknick-korg är välkommen, men mata inte fabeldjuren.",source
2026-08-04,Tisdag,12:00,12:40,Russtibus Scen,TRiX ger – Gycklarens nya trick,Gycklargruppen TRiX,Performance,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343755,"I landet Narragonien bor det en urtråkig kung. Han är så tråkig att han har förbjudit allt skratt – för säkerhets skull. Och det är inte lätt att vara gycklare när det bara finns tråkiga trick att välja på.

Men så en dag händer något som förändrar allt!

En spektakulär familjeföreställning för alla åldrar med historiska referenser, luriga jongleringstrick, svajiga balanskonster, säkert nåt som brinner och – om vi inte aktar oss – väldigt mycket skratt.

Låt gycklarna Svart Adam Solander och Amy Alsegård från TRiX ta dig och hela familjen med till den gyckliga delen av medeltidens traditioner på mysiga Russtibus scen!

Föreställningen hämtar sin inspiration från den legendariska boken El conde Lucanor från 1335 av Juan Manuel – verket som senare gav upphov till sagan om Kejsarens nya kläder.

Ta med hela familjen, släkten och alla ni känner – nu blir det gyckel!

English:

In the land of Narragonia lives a king so dull that he has banned all laughter – just in case. And it is not easy to be a jester when there are only boring tricks to choose from.

But then one day something happens that changes everything!

A spectacular family comedy show suitable for all ages with historical references, tricky juggling tricks, wobbling balancing acts, probably something that will burn and – if we are not careful – a lot of laughter. Join the jesters Svart Adam Solander and Amy Alsegård from TRiX as they transform the Russtibus stage into a whirlwind of medieval mayhem.

The performance is loosely based on the 1335 classic El conde Lucanor by Juan Manuel – the very book that inspired HC Andersen’s The Emperor’s New Clothes.

While performed in Swedish, the show is rich in non-verbal comedy and spectacular circus acts.

Bring the whole family and everyone you know – let the show begin!",source
2026-08-04,Tisdag,12:00,13:00,"Teatern, Strand Hotel",Västerås 1527 – Riksdagen som förändrade Sverige,Johanna Lindén Nybelius,Föredrag,https://www.medeltidsveckan.se/programme/,,,"År 1527 är ett av de viktigaste i Sveriges historia. Då lämnar Sverige den katolska kyrkan och blir ett protestantiskt land. Det är ett avgörande steg i utvecklingen från ett medeltida rike till en tidigmodern stat.

Men varför sker det just då? Och varför är det riksdagen i Västerås som fattar beslutet?

I denna föreläsning tar Johanna Lindén Nybelius oss in i ett skede som ofta beskrivs som rörigt och motsägelsefullt. Här möts kungamakt, kyrka och människor i en tid präglad av oro, förhandling och avgörande vägval. Det som kan upplevas som kaos visar sig vara början på något nytt och en utveckling som påverkar oss än idag.

Med tydliga nedslag i händelserna 1527 får du en fördjupad förståelse för varför riksdagen i Västerås blev en vändpunkt i svensk historia, och hur besluten där ekar in i vår tid.

Föreläsningen knyter också an till det kommande 500-årsjubileet 2027, då Västerås bjuder in till en historiefestival på platsen där allt utspelade sig.

Under programpunkten medverkar projektledningen för jubileet och berättar mer om nästa års stora firande.",source
2026-08-04,Tisdag,12:00,12:30,Visby domkyrka Sankta Maria,Middagsbön i Visby domkyrka,Visby domkyrka Sankta Maria,Övrigt,https://www.medeltidsveckan.se/programme/,,,"Middagsbön i Visby domkyrka. Medeltida ton med Storkyrkans Gosskör under ledning av Gregory Lloyd.

Fri entré.",source
2026-08-04,Tisdag,12:30,13:30,Visby domkyrka Sankta Maria,Guidad visning av domkyrkans medeltida vind,Visby domkyrka Sankta Maria,Övrigt,https://www.medeltidsveckan.se/programme/,,,"Guidad visning av domkyrkans vind.

Visningen går uppför de branta och smala medeltida trapporna till vinden där det finns mycket historia att ta del av.

Barn under 12 år ska gå med vuxet sällskap. Ingen tillgång till hiss.

Bra att veta: Stundvis är det trånga utrymmen och lågt i tak.

Köp din biljett på https://www.nortic.se/ticket/organizer/3298 eller med hjälp av Turistbyrån på Donners Plats 1, Visby.

Pris

Vuxen: 200 kronor 

Medeltidspris 160 kronor (visa upp Medeltidsbandet och får 40 kronor rabatt).

Ungdom 13–17 år: 100 kronor 

Barn 0–12 år: Fri entré",source
2026-08-04,Tisdag,13:00,15:00,Almedalen,Medeltidsdans i Almedalen,Thomas Wegebrand,Workshop,https://www.medeltidsveckan.se/programme/,,,"Utlärning av en handfull olika medeltidsdanser. Alla som vill kan vara med, inga förkunskaper krävs. Under två timmar kommer vi att lära ut och dansa 5-6 olika medeltidsdanser. Aktiviteten sker under trädens skugga i Almedalen tisdag, tordag och lördag mellan klockan 13-15.

Workshop with a handfull of medieval dances. Everyone can join, no prerequisites are required. During two hours we will teach and dance 5 to 6 different dances. The workshop will take place in the shades beneath the trees in Almedalen on Monday, Wednesday and Friday from one o’clock to three in the afternoon.",source
2026-08-04,Tisdag,13:00,15:00,Drotten,Portugisisk stavfäktning – Jogo do Pau,Växjö HEMA,Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343664,"Lär dig grunderna i Jogo do Pau, en levande kampsport som tränats i de portugisiska bergen sedan medeltiden. Kärnan utgörs av omringad strid och hur man som grupp håller formationen under ett anfall. Det närmast besläktade vapenslaget är Montante, ett spanskt tvåhandssvärd som var ett vanligt vapen för livvakter och även användes för att bekämpa pikformationer. Montanten hade sina glansdagar under 1500-talet, men tack vare sin enkelhet och användbarhet förblev den portugisiska staven folkets främsta vapen ända in på 1900-talet.

Åldersgräns: 15

Ingen förkunskap eller utrustning krävs och stav lånas under kursen.

Learn the basics of Jogo do Pau, a living martial art that has been practised in the Portuguese mountains since medieval times. The primary focus is fighting alone against a crowd as well as holding the formation against an aggressor. Its closest relative is the Montante, a Spanish greatsword which was a common weapon for bodyguards and also used to break up pike formations. While the use of Montante faded after the 1500s, the versatility and availability of the Portuguese staff allowed it to remain the common people’s weapon of choice well into the 20th century.

Age requirement: 15

No prior skill or equipment is needed and a staff is provided during the workshop.",source
2026-08-04,Tisdag,13:00,14:30,Festivalområde Paviljongsplan,Starke Viking – Erfaren Amatör,Starke Viking,Performance,https://www.medeltidsveckan.se/programme/,,,"STARKE VIKING ÅTER PÅ MEDELTIDSVECKAN!

Kom och heja på kämparna i Erfaren Amatör! Här tävlar alla de som är erfarna lyftare och som verkligen vill testa sina gränser i Starke Vikings spännande och unika grenar!

Högt tempo! Roliga event och fantastiska styrkeprov ramas in av vår nya arena och publikens jubel!

Detta är familjeunderhållning i toppklass! Och här kan även publiken få prova på att lyfta och prata med kämparna efter tävlingen!

Välkomna!

ENGLISH

STARKE VIKING RETURNS TO MEDELTIDSVECKAN!

Come and cheer on the competitors in the Experienced Amateurs Class!

This is where experienced lifters come to test their limits in Starke Viking’s exciting and unique events!

High energy! Fun challenges and impressive feats of strength, all framed by our new arena and the roar of the crowd!

This is top-class family entertainment! And after the competition, even the audience will get a chance to try lifting and talk to the competitors!

Welcome!",source
2026-08-04,Tisdag,13:00,14:00,Festivalområde Strandgärdet,Bli spådd i runor,Nåni - Kultur och Historia,Övrigt,https://www.medeltidsveckan.se/programme/,,,"Kom och få din framtid illuminerad. Se in i det okända och få med hjälp av runorna syn på det som komma skall. Eller om du inte riktigt tror på sådant kom och se vilken runa just du får upp och vad den kan tänkas betyda.

All framtids-siande sker på egen risk. Ingen i Nåni- kultur och historia kan hållas ansvarig för din framtid.

Plats: Nåni – Kultur och Historias butik vid Russtibus Scen.

Pris: 20:- som swishas på plats.",source
2026-08-04,Tisdag,13:00,15:00,Frimis krog,Bu eller Bröd på Frimis,Troll&Älva,Övrigt,https://www.medeltidsveckan.se/programme/,,,"Troll&Älva välkomnar er åter till Bu eller Bröd på Frimis Lunchkrog!

Här kan vad som helst hända och publiken avgör om det är bra.

Vill ni uppträda för en bit mat? Eller bara se och höra allt roligt som kan hända på den lilla scenen i Frimis trädgård? Kom till Bu eller Bröd och låt er väl smaka.

Är uppträdandet bra nog för mat och dryck? Publiken är juryn som bestämmer. Tack och lov är medeltidspubliken världens bästa publik. <3

För artister är det fria ramar men tydliga mål: Lyckas ni fånga publikens hjärta eller jagas ni ut ur Frimis trädgård?
Som publik är ert uppdrag att bua eller jubla, är framträdandet värt en bit mat?

Denna lilla scen passar allt möjligt som sång och musik, jonglering, eld, magi, sagor, dikter, charader, komik, gyckel och trams.

Föranmälan till Frimis eller Troll&Älva (instagram: trolloalva) eller drop-in i mån av plats. Planera för cirka 5-15 minuter per uppträdande.",source
2026-08-04,Tisdag,13:00,14:00,Helge And,Kärlekens urkraft,Sei∂ra,Konsert,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343815,"Sejd/sei∂r eller spådomskonst utövades traditionellt av kvinnor här i norden. Folksångsduon Sei∂ra utforskar medeltida och folkliga melodier och texter med uråldriga rötter. Tillsammans skapar de en magisk väv av röster, säckpipor och trummor med kärlekens urkraft som tema.",source
2026-08-04,Tisdag,13:00,14:00,S:t Nicolai,Skaldsång – med Vikingakören Valkyrie,Valkyrie,Övrigt,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/345918,"Vikingakören Valkyrie presenterar: Hjältars dåd – Sånger och sägner från historien och mytologin. Kliv in i en värld där asarnas röster ekar mellan fjällen och ödet vävs av nornornas händer.

Vikingakören Valkyrie är en kvinnokör som förenar musikalisk precision med vikingatidens råa energi. I denna föreställning väver vi samman musik och berättande och tar med publiken på en resa genom tiderna.

Valkyrie bjuder in till en stämningsfull och kraftfull föreställning där hjältedåd står i centrum. Genom en unik blandning av historisk vildsång, folkliga toner och egenskrivna arrangemang väcker vi liv i berättelserna om modiga hjältar värdiga sin plats i Valhall. Ni får bland annat höra om hur vikingarna kom till Normandie, att tämja en drake, och vikingatidens sista slag. Vår vision är att förflytta publiken till en tid då sången var ett sätt att ära gudarna och bevara minnet av hjältar. Med glänsande pärlor, snurrande sköldar och en närvaro som spänner från det skojiga och glada till det blodiga allvaret, bjuder vi på en upplevelse som känns i hela kroppen.

Kom och upplev en föreställning där myt blir verklighet och där varje ton bär på en historia. Kom som du är – gå som en hjälte!

(English)

Experience the heroic deeds of history and myth through the daring wild song of the Valkyries. A journey through time with power, beauty, seriousness and laughter.

The Viking Choir Valkyrie presents: Heroes deeds – Songs and legends from history and mythology. Step into a world where the voices of the Aesir echo between the mountains and fate is woven by the hands of the Norns.

The Viking Choir Valkyrie is a female choir that combines musical precision with the raw energy of the Viking Age. In this performance, we will weave together music and storytelling to take the audience on a journey through time.

Valkyrie invites you to an atmospheric and powerful performance where heroic deeds are at the center. Through a unique mix of historical wild song, folk tunes and original arrangements, we bring the stories of brave heroes worthy of their place in Valhalla to life. You will hear, among other things, about how the Vikings came to Normandy, taming a dragon, and the last battle of the Viking Age. Our vision is to transport the audience to a time when song was a way to honor the gods and preserve the memory of heroes. With shining beads, spinning shields and a presence that ranges from fun and cheerful to bloody seriousness, we offer an experience that is felt throughout your entire body.

Come and experience a performance where myth becomes reality and where every note carries a story. Come as you are – leave as a hero!",source
2026-08-04,Tisdag,13:30,15:00,Kapitelhusgården,Mjödbryggning för nybörjare,Den Galne Mjödmannen,Föredrag,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/345992,"Följ med in i mjödbryggningens fantastiska värld tillsammans med Den Galne Mjödmannen. I den här föreläsningen får ni veta allt ni behöver för att påbörja er egen mjödresa. Föreläsningen hålls på svenska av Mårten Lagerstedt.

OBS! Den här programpunkten hålls i Stensalen på Kapitelhusets övervåning. Du måste därför kunna ta dig upp- och nedför en trappa för att kunna delta.",source
2026-08-04,Tisdag,13:30,14:00,Russtibus Scen,Medeltida Dockteater -Sankt Göran och Draken,Dansande Enhörningens Ensemble,Övrigt,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/346080,"Prinsessor, drakar och riddare! Dansande Enhörningens Ensemble ger föreställningen Sankt Göran och Draken. En fartfylld familjeföreställning om hjältemod, svåra val, romantik och lite historisk prutt-humor. Både teaterscenen, dockorna och manuset är baserat på medeltida avbildningar och texter. Kom och upplev dockteater, lika tramsigt och spännande som på 1200-talet!

The theater is in Swedish, but enjoyable also for non-swedish audience.",source
2026-08-04,Tisdag,13:30,14:30,"Teatern, Strand Hotel",Den svenska synden – en medeltida företeelse?,David Lindén och Johanna Lindén Nybelius,Föredrag,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343814,"Uttrycket ”den svenska synden” myntades på 1950-talet med tanke på filmen ”Hon dansade en sommar”. Men det går längre tillbaka än så. I den här föreläsningen får vi möta kardinal Vilhelm av Sabina som 1248 vid kyrkomötet i Skänninge hade betydliga svårigheter när han skulle övertyga det svenska prästerskapet att leva i celibat. När man inte fick gifta sig gick det att runda den kyrkliga lagen, vilket skapade huvudvärk hos den katolska kyrkan när man trodde att det gick att integrera de bångstyriga svenskarna.

Vi möter biskopen i Växsjö som kritiserades för att hålla ett harem, och tog sin sak ända till Vatikanen, men också den italienske handelsmannen som förklarade att Lofoten måste vara paradiset på jorden efter att ha tillbringat en vinter med bastubadande nordbor av båda könen. Att synen på Norden inte alltid var positivit fick dock Katarina Ulfsdotter uppleva, som när hon besökte Rom var tvungen att dölja sitt blonda hår för att slippa efterhängsna italienare.

Välkommen att lyssna på historien om den passionerade medeltiden",source
2026-08-04,Tisdag,14:00,15:00,Festivalområde Paviljongsplan,Föreläsning,Historiska Rum,Föredrag,https://www.medeltidsveckan.se/programme/,,,"Historiska Rums populära och lärorika föreläsningar och hantverksförevisningar. Måndag-fredag kl 14, på marknaden vid Historiska Rums paviljong, visar erkänt duktiga hantverkare/föreläsare sitt gebit och delar generöst med sig av sina kunskaper och erfarenheter. Varje dag bjuder på ett nytt tema. Välkommen!",source
2026-08-04,Tisdag,14:00,15:00,Fightingarenan,Styringheims Great weapons tournament,Styringheim,Strid,https://www.medeltidsveckan.se/programme/,,,"En turnering i rustad strid enligt SCAs regler. I denna turnering begränsas alla deltagare till att använda enbart tvåhandsvapen, till exempel pålyxa, långsvärd eller huggspjut.

Inom medeltidsföreningen SCA genomförs en typ av rustad fullkontaktsstrid med träpåk inspirerad av medeltida turneringar. Det är säkerhet som är den viktigaste aspekten, tätt följt av ärlighet och ära. Segern tas aldrig, utan ges snarare av en kämpe som erkänner sin motståndares färdighet.",source
2026-08-04,Tisdag,14:00,14:45,Sagoängen,HÖRSÄGEN: Historiska sagor och sägner!,Hörsägen,Teater,https://www.medeltidsveckan.se/programme/,,,"Hörsägen berättar sagor direkt från medeltiden!

Ta med picknickkorgen och lyssna på historier om Robin Hood, Tor och Oden, riddarna av Runda Bordet, och många andra kändisar från förr-i-världen-tiden. Passar fint för hela familjen.

Nya sagor varje dag!",source
2026-08-04,Tisdag,14:00,16:00,Snäckgärdsporten,Visning av Stockholmsfänikans läger,Stockholmsfänikan,Övrigt,https://www.medeltidsveckan.se/programme/,,,"Stockholmsfänikan är en ideell förening som ägnar sig åt återskapandet av den historiska landsknektsfänikan med samma namn – samt 1500-talets Stockholm i vidare bemärkelse.

Stockholmsfänikan spårar sina rötter till de mytomspunna 16 smocke män, de drabanter som Gustav Vasa gavs år 1521, som kom att bli startpunkten för fänikan. Vi återskapar ett härläger med knektar så som de kunde se ut under åren 1521-1544. Slutpunkten är 1544 års härordning, vilken innebar ett första steg mot en stående nationell armé .

Vårt återskapande handlar om att komma så när dessa soldaters vardag som möjligt. Inom föreningen finns plats för både civila och militära roller med Stockholm under den tidiga Vasatiden som historisk fond. Landsknektar, hantverkare, präster, lägerföljare och stockholmsborgare går att hitta i vårt läger.

Föreningen Stockholmsfänikan har sina rötter i en löst sammanhållen grupp som började klä sig i landsknektskläder på Medeltidsveckan under mitten av 1990-talet. Det dröjde till 1997 innan föreningen bildades officiellt och sedan dess har vi deltagit i en lång rad evenemang både i Sverige och utomlands.

I föreningen finns ett brett kunnande om 1500-talets hantverk, dräktmode, seder och kultur, både militärt och civilt. Eftersom vi är en ideell förening går alla intäkter till inköp av fältutrustning och underhåll av alla de möbler, tält, vapen och köksutrustning vi har. Allt för att hela tiden bli bättre från evenemang till evenemang, och för att bit för bit komma närmare livet på 1500-talet.

Noterbart är att Livgardet i svenska Försvarsmakten ser den historiska Stockholmsfänikan som sitt ursprung.

Se mer av oss på www.landsknecht.se",source
2026-08-04,Tisdag,14:00,16:00,Strandgärdet,Begär och besvärjelser,Nåni kultur och historia,Övrigt,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343804,"Vad ska du göra för att vinna en särskild persons kärlek eller åtrå? Prata med personen? Skäm bort personen med gåvor och smicker? Nej – testa magi!

I den här kursen får du en liten inblick i den medeltida kärleksmagin. Du får lära dig om några av källorna, hur man använde sigill och runor för att få någons uppmärksamhet och vad man stoppade i sin kärleksbrygd*. Dessutom får du skapa din helt egen besvärjelse och blanda din egen kärleksdryck.**

*inga kroppsvätskor eller djurdelar väntas användas som ingredienser under kursen

**kom ihåg att alltid fråga om samtycke innan du utsätter någon för kärleksmagi

Plats: Nånis kurstält vid Russtibus scen

Pris: 800:-

Kursledare: Mia Norgren Björk och Sara Salkvist

En kurs av Nåni – Kultur och Historia",source
2026-08-04,Tisdag,14:00,16:00,Strandgärdet,Treasure & Bones – En förlorad kärlek,DreamSmith Production,Övrigt,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/345975,"​Kliv in i piraternas värld med ‘Treasure & Bones’ – ett interaktivt upplevelsespel där du blir en del av en djärv besättning på jakt efter en förlorad skatt. Under två timmar får du lösa gåtor, delta i svärdsstrider och fatta avgörande beslut som formar ditt öde. Tillsammans med ditt lag möter du faror, mysterier och spännande utmaningar i en levande piratmiljö.

Tidsåtgång: 2h

Ålder: 7-14 år (från sex år med medföljande vuxen)

Plats: Piratlägret Tundlaheim, Nordegravar, vid ingången till strandgärdet och tornerspelsarenan. ( https://maps.app.goo.gl/uBZYEamhhkGBJpTR7 )

Dag: Måndag-fredagV.32

Tid: kl 14:00-16:00

Pris: 349kr

Beskrivning:

Välkommen till Treasure & Bones, ett fartfyllt och fantasirikt upplevelsespel där barn och unga får kliva in i en levande piratvärld och bli hjältar i sin egen berättelse! För er som deltog förra året: Räds ej! Årets uppsättning bjuder på en helt ny berättelse med nya uppdrag.

Mitt i Medeltidsveckans vilda piratläger, bland smugglare, sjörövare och saltstänkta mysterier, samlas unga äventyrare för att lösa ett uråldrigt mysterium. Ett skepp har gått under och det sägs att en förbannad skatt vilar kvar bland spillrorna. Men skatten vaktas av benrangel, förbannelser och gåtfulla mekanismer…

Deltagarna delas in i besättningar och leds genom ett dramatiskt och interaktivt äventyr fyllt av utmaningar. De måste navigera en värld där moraltest, strider och kluriga val avgör om de lyckas ta sig helskinnade genom berättelsen, och vad för slags pirater de väljer att vara.

Spelet bygger på en beprövad form av lajvinspirerat berättande där alla deltagare spelar en roll och påverkar händelseförloppet genom sina val. Våra spelledare guidar deltagarna genom äventyret och tar på sig roller som piratkapten, rivaliserande fraktioner och övernaturliga väsen. Med hjälp av enkla rekvisita och spännande scenografi skapas en uppslukande upplevelse där varje barn får möjlighet att glänsa.

Det här är inte bara ett spel, det är ett minne för livet. Deltagarna får använda fantasi, samarbete och mod för att ta sig igenom en berättelse som utvecklas olika varje gång. Perfekt för barn som älskar teater, rollspel, äventyr eller bara vill prova något nytt och riktigt spännande under Medeltidsveckan!

Treasure & Bones spelas i och omkring det levande piratlägret Tundlaheim, där deltagarna blir en del av en större värld. Äventyret är helt fristående och kräver inga förkunskaper, bara nyfikenhet och äventyrslust!",source
2026-08-04,Tisdag,14:00,15:20,Södertorg,Guidad tur med häst och vagn genom Hansestaden Visby,Ellen Norrby och Susanne de Paulis,Guidad visning,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343678,"Välkommen på en historisk tur i innerstan med häst och vagn. Vi samlas på Södertorg för att sedan åka genom världsarvsstaden i vagn som dras av nordsvenska brukshästar från Valde Brukshästar.

Med skickliga kusken Ellen Norrby vid tömmarna och guidning av Susanne de Paulis får du höra spännande, dramatiska och ibland oväntade berättelser från Visbys medeltid. Turen avslutas vid Medeltidsmarknaden.

Vid färre än 10 bokningar per tur förbehåller vi oss rätten att ställa in.",source
2026-08-04,Tisdag,14:30,16:30,Församlingshuset Visby domkyrka Sankta Maria,Renässansens Rika Sångskatt,Per Lindberg,Workshop,https://www.medeltidsveckan.se/programme/,,,"Vi sjunger tillsammans några av renässansens flerstämmiga “greatest hits”. Viss körvana och tonsäkerhet är bra att ha. Medeltidsband behövs ej. Arr: Sensus, ledare: Per Lindberg.",source
2026-08-04,Tisdag,14:30,15:30,S:t Lars,Jag är den Ende,Björn Ende,Konsert,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343666,"”Tänk att vi två funnits separat i varsin värld som två fiskar i ett stort oändligt hav”. Så börjar Björn Endes sång ”Större än Gud”. I linje med Medeltidsveckans tema ”kärlek” tillägnar nu Björn Ende en hel föreställning åt kärlekens dånande kraft. Nyskrivna och gamla låtar om kärleken. Den förlamande kärleken, den försvagande kärleken, den plågsamma och självutplånande kärleken, den vackra kärleken, den maniska kärleken och den underbara och livgivande kärleken. En drog som kanske borde förbjudas. Ett få vara ”den ende” i en annan människas liv.",source
2026-08-04,Tisdag,15:00,16:15,Festivalområde Paviljongsplan,Vilde Viking 9-10 år,Starke Viking,Performance,https://www.medeltidsveckan.se/programme/,,,"VILDE VIKING PÅ MEDELTIDSVECKAN!

Kom och heja på de unga kämparna i Vilde Viking 11-12 års klassen! I fyra grenar kommer barnen att tävla om vem av dem som är den vildaste vikingen! Men precis som i Starke Viking så tävlar de tillsammans och hejar på varandra och jobbar mot samma mål!

Roliga event och spännande styrkeprov ramas in av vår arena och publikens jubel!

Detta är familjeunderhållning i toppklass! Och här kan även barnen i publiken få prova på att lyfta och prata med kämparna efter tävlingen!

Välkomna!

ENGLISH

VILDE VIKING AT MEDELTIDSVECKAN!

Come and cheer on the young competitors in the Vilde Viking 11-12-year-old class!

In four events, the children will compete to see who among them is the wildest Viking! But just like in Starke Viking, they compete together, cheer each other on, and work toward a common goal!

Fun challenges and exciting feats of strength will be set against the backdrop of our arena and the cheers of the audience!

This is top-class family entertainment! And here, even the kids in the audience will get a chance to try lifting and talk to the competitors after the contest!

Welcome!",source
2026-08-04,Tisdag,15:00,19:00,Festivalområde Strandgärdet,Historisk brädspelskväll,Hörsägen och Nåni - Kultur och Historia,Workshop,https://www.medeltidsveckan.se/programme/,,,"Välkommen till en fantastisk kväll och gemenskap i brädspelens tecken!

Brädspel har spelats i otaliga former och under alla tider genom mänsklighetens historia! Ett stort antal av dessa spel har nu Hörsägen och Nåni samlat på sig på vardera håll. Nu tar dem med sig båda samlingarna till två kvällar under medeltidsveckan nere vid Russtibus Scen och Nåni-tälten. Det finns massvis av spel att låna av och Hörsägens spelexperter finns på plats för att förklara regler och dela med sig av sin enorma expertis inom området.

Så ta med något att dricka och äta, er bästa filt och låna något av våra många spel såsom Ur, Senet, Kvarn, Hhnefatafl och många, många fler! Det kommer även finns ett exklusivt litet utbud av historiskt fika till försäljning på plats!

Pris: 99:- som swishas på plats i Nåni-butiken. Ingen förbokning.

Tid: 15-19 nere vid Russtibus Scen och Nåni-tälten.

En brädspelskväll från Hörsägen och Nåni – Kultur och Historia",source
2026-08-04,Tisdag,15:00,17:00,Hantverkspaviljongen Strandgärdet,Art of Illumination – Complete Experience,Frank Berliner,Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/345934,"Immerse yourself in the full depth and wonder of medieval book art with “The Complete Manuscript Illumination Experience.” Designed for adults and older teens, this comprehensive two-hour workshop is your chance to explore the rich world of medieval illumination in detail. Guided by a skilled craftsperson, you’ll delve into the world of heraldry—learning the artistry and symbolism behind historic coats of arms and intricate decorative motifs. Move beyond the basics as you master techniques for shading, creating three-dimensional effects, and experimenting with the subtle variations of opacity and consistency in your paints. Throughout the session, you’ll have the rare opportunity to recreate a page from an authentic medieval manuscript, using genuine handmade paper and paints you’ll prepare using time-honored recipes. Discover the care, discipline, and invention required by the artisans who once brought these historic manuscripts to life. Perfect for artists, history lovers, and anyone eager for a creative deep-dive, you’ll leave with your own beautifully illuminated page and a newfound appreciation for this legendary art form.",source
